"","name","tags","service","environment","taste","price","review_number","address","features","stars"
"10","Janice Wong Singapore","面包甜点 ","9.1","9.2","8.7","359","72封点评","93 Stamford Road #01-06 National Museum Singapore
              +65-97125338
        ","6人推荐
油彩巧克力
5人推荐
signature 5
2人推荐
Shades of Green
","五星商户"
"11","新马活海鲜(芽笼店)","中餐 ","8","7.6","9","329","181封点评","161, 163 Geylang Road Lorong 3, #01-01/02
              +65-68484161
        ","45人推荐
田鸡粥
26人推荐
砂锅宫保田鸡
14人推荐
龙眼水
","准五星商户"
"12","THE POPULUS COFFEE","咖啡厅 ","8.8","8.9","8.9","141","57封点评","146 Neil Road
              
        ","14人推荐
鸡蛋可颂
13人推荐
咖啡
5人推荐
Seafood Linguine
","准五星商户"
"13","螃蟹之家(榜鹅店)","海鲜 ","8.5","8.4","8.8","482","109封点评","The Punggol Settlement #01-01 & #01-02 (Near Punggol Jetty) , 3 Punggol Point Road
              +65-64669000
        ","43人推荐
招牌黑胡椒螃蟹
28人推荐
招牌咸蛋黄螃蟹限重量
24人推荐
获奖辣椒螃蟹限重量
","准五星商户"
"14","星巴克(fullerton road)","咖啡厅 面包甜点 ","8.7","9","8.9","36","151封点评","049213,新加坡富勒顿路1浮尔顿一号#01-04
              
        ","9人推荐
爆米花星冰乐
5人推荐
拿铁
3人推荐
摩卡
","五星商户"
"0","宽宽干锅","中餐 川菜 ","9","8.6","9","156","55封点评","32 Liang Seah Street Singapore 189053
              
        ","7人推荐
香辣烤鱼
6人推荐
干锅鸭掌
6人推荐
干锅肥肠鸡
","准五星商户"
"1","哩喝(滨海湾金沙店)","奶茶/果汁 ","8.1","8.2","8.1","27","71封点评","10 Bayfront Ave, 新加坡 018956
              +65-66887431
        ","14人推荐
黑糖珍珠鲜奶
6人推荐
芝士牛油果冰沙
4人推荐
新加坡水果茶
","四星商户"
"2","旺德福榴莲","水果生鲜 ","7","6.9","7.6","275","183封点评","15 Trengganu Street
              
        ","31人推荐
榴莲
14人推荐
黑金
5人推荐
红虾
","准四星商户"
"3","肯德基(万礼湖路店)","小吃快餐 汉堡 ","8","8.1","8.4","121","83封点评","729826,新加坡万礼湖路80
              
        ","9人推荐
吮指原味鸡
7人推荐
薯条
4人推荐
菜丝沙拉
","四星商户"
"4","詹爷爷传统和威化饼雪糕","冰淇淋 ","8.6","8.2","8.7","9","51封点评","乌节路义安城高岛屋门口
              
        ","7人推荐
榴莲威化
4人推荐
薄荷饼干雪糕
4人推荐
榴莲面包雪糕
","准五星商户"
"5","翠华餐厅","茶餐厅 粤菜 ","8.3","9","8.8","128","45封点评","3A River Valley Rd,#01-03,Singapore 179020
              +65-62509270
        ","11人推荐
奶油猪
9人推荐
鸳鸯奶茶
5人推荐
虾籽珍珠云吞捞面
","准五星商户"
"6","鼎泰丰(唐城坊店)","小吃快餐 中餐 ","8.4","8.5","8.4","107","64封点评","#02-01, Chinatown Point ,133 New Bridge Rd, 059413
              67020114
        ","10人推荐
蟹粉小笼
9人推荐
虾仁炒饭
7人推荐
猪肉小笼
","准五星商户"
"7","梦奇榴莲","水果生鲜 ","9.3","9.3","9.3","217","37封点评","88  Rangoon Road #01-07
              +65-91452860
        ","9人推荐
榴莲
6人推荐
老树猫山王·黑金
4人推荐
麻坡红虾(D13)
","五星商户"
"8","甘榜山鸡餐室","中餐 ","8","7.8","9","55","55封点评","Singapore Outram Road 247
              62212522
        ","11人推荐
甘榜山雞
8人推荐
鸡饭
6人推荐
燉湯
","准五星商户"
"9","吐司工坊(Shaw House)","东南亚菜 新加坡菜 ","8.1","8.4","8.7","47","53封点评","350 Orchard Road Shaw House | Shaw House, B1-03, Singapore 238868, Singapore
              62355354
        ","15人推荐
叻沙
8人推荐
花生酱吐司
6人推荐
芝士土司
","准五星商户"
"10","Tippling Club","西餐 ","8.8","9","8.8","525","45封点评","38 Tg Pagar Rd
              64752217
        ","2人推荐
Negroni
1人推荐
冷肉拼盘
","五星商户"
"11","老曾记(第一乐广场店)","小吃快餐 ","6.8","6.8","7.7","14","226封点评","689812,新加坡Choa Chu Kang大道21号Lot One 购物中心B1-K23号
              +65-676-24963
        ","59人推荐
咖喱饺
30人推荐
鱼丸鸡翅
24人推荐
咖喱角
","四星商户"
"12","新源记","中餐 ","7.7","7.2","8.3","107","74封点评","31 Tan Quee Lan St, #01-01, 新加坡 188117
              63344086
        ","9人推荐
炸鱼肉米粉
8人推荐
红歌里鱼头炉
5人推荐
虾酱鸡翅
","四星商户"
"13","PS Cafe(Palais Renaissance)","咖啡厅 西餐 ","9","9.1","8.9","142","48封点评","Palais S.C, 390 Orchard Road, Level 2, S238871
              +65-98348232
        ","9人推荐
薯条
8人推荐
orangecake
2人推荐
Brownie
","五星商户"
"14","亚王咖喱鸡米粉面","小吃快餐 ","7.6","6.9","9","26","58封点评","531A Upper Cross St, #02-57/58, 新加坡 051531
              
        ","10人推荐
咖喱鸡米粉
5人推荐
咖哩鸡米粉面
3人推荐
咖哩鸡面
","准五星商户"
"0","Good Old Days","东南亚菜 ","7.6","7.9","7.4","117","130封点评","60 Siloso Beach Walk
              +65-63779688
        ","20人推荐
Laksa
16人推荐
海南鸡饭
7人推荐
沙爹肉串
","准四星商户"
"1","亚坤(巴耶利峇店)","面包甜点 小吃快餐 ","9","8.8","9.2","45","54封点评","#01-87, Paya Lebar Square, 60 Paya Lebar
              68222302
        ","10人推荐
咖椰吐司
5人推荐
半熟蛋
3人推荐
招牌咖啡
","五星商户"
"2","Makansutra Glutton's Bay","亚洲菜 ","7.5","7.6","8.1","96","60封点评","Esplanade Mall 8 Raffles Ave #01-15Singapore
              64384038
        ","5人推荐
烤鸡翅
5人推荐
沙爹烤串
3人推荐
黑胡椒螃蟹
","准五星商户"
"3","Poulet(怡丰城店)","法国菜 西餐 ","8.9","9.1","9.1","121","43封点评","#01-175-177, VivoCity 怡丰城, 1 Harbourfront Walk
              
        ","10人推荐
奶油鸡
3人推荐
蝸牛
3人推荐
土豆泥
","五星商户"
"4","同乐经典(克拉码头店)","中餐 ","9.1","9.1","9.1","454","37封点评","The Central #02-88 ,6 Eu Tong Sen Street  Singapore 059817
              +65-63366022
        ","11人推荐
辣椒螃蟹
3人推荐
鸭鹅肝素方薄饼鲜果冻
2人推荐
有米猪（需预定）
","五星商户"
"5","吐司工坊(滨海湾店)","东南亚菜 新加坡菜 ","8.3","8.6","9","45","44封点评","8A Marina Boulevard #B2-18 Marina Bay Link Mall, 新加坡 018984
              +65-65094644
        ","14人推荐
咖椰吐司
6人推荐
牛油花生吐司
5人推荐
肉松吐司
","五星商户"
"6","Black Tap","小吃快餐 汉堡 ","9","9","8.8","183","51封点评","10 Bayfront Ave #L1-80, Bay Level, The Shoppes at Marina Bay Sands, 新加坡 018956
              
        ","7人推荐
CrazyShake
6人推荐
墨西哥汉堡
6人推荐
疯狂奶昔
","准五星商户"
"7","东海岸人工湖美食村","中餐 ","8.1","7.9","9","127","63封点评","468960,新加坡东海岸1220号
              
        ","7人推荐
烤魔鬼鱼
4人推荐
烤鸡翅
3人推荐
海鲜炒饭
","五星商户"
"8","同乐贵宾楼","中餐 ","9.1","9.2","9.1","940","41封点评","60 Collyer Quay, Level 8& 10 OUE Tower
              +65-66343233
        ","15人推荐
东坡肉
12人推荐
爱尔兰烤鸭芝麻鸳鸯皮
12人推荐
炖花胶
","五星商户"
"9","正正文志记猪什汤","小吃快餐 ","8.2","7.8","8.9","46","50封点评","207 Jln Besar, 新加坡 208893
              
        ","28人推荐
猪杂汤
10人推荐
卤肉饭
5人推荐
香港猪脚醋
","准五星商户"
"10","御宝至尊烤鸭店(百利宫店)","中餐 ","8.8","8.8","8.7","462","60封点评","Paragon #05-42/45, 290 Orchard Road, S238859
              +65-673-27838
        ","16人推荐
北京片皮鸭
3人推荐
杨枝甘露
2人推荐
烤乳猪
","准五星商户"
"11","横行八道海鲜(前龍海鲜店)","海鲜 ","9.1","9","9.1","
        -","35封点评","10 Science Centre Road,#01-23, S609079
              +65-68972881
        ","9人推荐
辣椒螃蟹
3人推荐
麦片虾
2人推荐
港式鱼
","五星商户"
"12","Sessions辣椒螃蟹新味餐厅","海鲜 自助餐 ","8.6","8.8","8.6","321","31封点评","圣淘沙名胜世界，新加坡 Hard Rock 酒店大堂
              +65-65776688
        ","11人推荐
辣椒螃蟹及馒头
7人推荐
麦片虾
6人推荐
奶油虾菇
","准五星商户"
"13","添好运(kallang avenue)","茶餐厅 粤菜 ","8.2","8.2","8.7","110","42封点评","Lavender Aperia,12 Kallang Avenue#01-01/02/03 Singapore 339511
              +65-66842000
        ","10人推荐
叉烧包
4人推荐
蒸凤爪
4人推荐
虾饺
","准五星商户"
"14","星和海南鸡饭","中餐 ","7.6","7.3","8.1","72","76封点评","中间路270
              63367579
        ","20人推荐
海南鸡饭
8人推荐
薏米水
3人推荐
咸蛋虾
","四星商户"
"0","三盅两件(怡丰城店)","中餐 ","8.1","8.6","8.9","245","56封点评","Vivo City 2F, 1 Harbourfront Walk
              63769969
        ","10人推荐
香煎自制豆腐
8人推荐
三水姜茸鷄
6人推荐
三水姜蓉鸡
","准五星商户"
"1","2am:dessert Bar","甜点 ","8.8","8.5","8.5","269","49封点评","21A Lorong Liput
              +65-62919727
        ","1人推荐
鸡尾酒
","准五星商户"
"2","香草云南原生态火锅","火锅 ","8.8","8.6","8.7","177","66封点评","26 Liang Seah Street
              +65-66358243
        ","7人推荐
香草肥牛
5人推荐
麻辣锅底
4人推荐
虾滑
","准五星商户"
"3","海底捞","火锅 中餐 ","9.2","9.2","9.2","290","46封点评","2 Jurong East Street 21, #03-01 IMM, 新加坡 609601
              +65-68964222
        ","3人推荐
酸梅汤
2人推荐
猪颈肉
2人推荐
炒年糕
","五星商户"
"4","Alma by Juan Amador","西餐 ","9.1","9.2","9.1","605","33封点评","22 Scotts Rd, Singapore 228221
              +65-673-59937
        ","5人推荐
龙虾pasta
5人推荐
羊肉拼盘
5人推荐
创意豆腐
","五星商户"
"5","熊猫妈妈小吃","中餐 ","8.4","8.6","8.1","69","49封点评","729826,新加坡万礼湖路80
              62693411
        ","7人推荐
熊猫包
2人推荐
水果
1人推荐
炸藕片
","准五星商户"
"6","Keisuke(鸡王拉面店)","日本料理 ","8.4","8.2","8.9","109","40封点评","100 Tras St, #03 - 15, 新加坡 079027
              +65-66046861
        ","8人推荐
溏心蛋
3人推荐
温泉蛋
3人推荐
黑椒鸡王拉面
","五星商户"
"7","云海肴","中餐 ","8.8","8.9","8.6","195","40封点评","Jewel Changi Airport L2-217
              
        ","19人推荐
汽锅鸡
10人推荐
现烤玫瑰花饼
10人推荐
过桥米线
","准五星商户"
"8","麻布茶房北海道冰淇淋","冰淇淋 ","7.3","7.4","8","45","104封点评","6 Eu Tong Sen Street, 01-46, 新加坡 059817
              +65-65347178
        ","20人推荐
冰淇淋
5人推荐
抹茶巧克力味
4人推荐
芒果薄荷巧克力
","四星商户"
"9","恭和馆","甜点 ","8.6","8.3","8.9","24","52封点评","克罗斯街上段28
              +65-62230562
        ","19人推荐
龟苓膏
6人推荐
杨枝甘露冰淇淋球
2人推荐
哈密瓜西米露
","五星商户"
"10","Bake Cheese Tart","面包甜点 ","8.9","8.6","9.1","39","49封点评","BAKE ChION Orchard, #B4-33, 2 Orchard
              
        ","11人推荐
流心芝士塔
3人推荐
芝士挞
1人推荐
红豆核桃蛋挞
","五星商户"
"11","Tip Top(樟宜机场店)","小吃快餐 东南亚菜 ","8.2","7.9","8.7","73","47封点评","80 Airport Blvd, 新加坡 819642
              
        ","11人推荐
叻沙
7人推荐
咖喱饺
3人推荐
椰浆饭
","准五星商户"
"12","乐牛私房面家","小吃快餐 面条 ","7.8","8","8.4","142","62封点评","8 Sentosa Gateway, 新加坡 098269
              
        ","10人推荐
雪菜石斑鱼煨面
5人推荐
牛三宝拉面
5人推荐
鲜带子香辣拌面
","四星商户"
"13","Co+Nut+Ink(滨海艺术中心店)","冰淇淋 ","8.6","8.7","8.6","29","30封点评","#01-K7, Esplanade Waterfront, 1 Esplanade Drive
              
        ","5人推荐
椰子雪糕
2人推荐
经典椰子冰淇淋
1人推荐
坚果水果椰子冰淇淋
","准五星商户"
"14","POLLEN","西餐 ","8.3","9","8.1","360","66封点评","018953,新加坡滨海花园道18滨海湾花园#01-09
              +65-66049988
        ","3人推荐
汉堡
3人推荐
椰汁
1人推荐
Scallops
","四星商户"
"0","KOI Thé","奶茶/果汁 ","8.5","8.8","8.3","24","53封点评","133 New Bridge Road, #01-39 ChinaTown Point, Singapore 059413
              
        ","6人推荐
榛果乌龙奶茶
5人推荐
芋圆奶茶
3人推荐
可可芭蕾玛奇朵
","准五星商户"
"1","友吉饭店","中餐 ","9","9","9","88","37封点评","105 Killiney Rd, 新加坡 239546
              67335578
        ","15人推荐
海南鸡
9人推荐
话梅可乐
5人推荐
自制薏仁水
","五星商户"
"2","美滋锅(The Centrepoint)","火锅 ","9.1","9.1","9.1","282","38封点评","176 Orchard Road The Centrepoint #05-15/16
              62353557
        ","2人推荐
八爪鱼
1人推荐
虾滑
1人推荐
活蟹
","五星商户"
"3","HIGH SOCIETY(滨海湾金沙店)","面包甜点 ","7.7","9","8.3","72","68封点评","滨海湾金沙购物商城，运河层，B2-47
              +65-66887522
        ","11人推荐
彩虹蛋糕
7人推荐
杯子蛋糕
4人推荐
马卡龙
","四星商户"
"4","COASTES","更多美食 ","8.3","9","8.5","127","37封点评","50 Siloso Beach Walk, Singapore 099000
              66318938
        ","2人推荐
超级汉堡
2人推荐
Singapore Sling
1人推荐
肉酱面
","准五星商户"
"5","Momma Kong's","海鲜 ","9","9","8.7","503","51封点评","34 Mosque Street
              62252722
        ","6人推荐
炒蟹
6人推荐
咖喱蟹
4人推荐
麦片小龙虾
","五星商户"
"6","惹兰苏丹虾面","面条 小吃快餐 ","8.7","7.7","9.2","40","38封点评","2 Jln Ayer, 新加坡 389141
              +65-67482488
        ","13人推荐
排骨虾面汤
3人推荐
鲜虾面汤
3人推荐
猪尾干捞虾面
","五星商户"
"7","珍宝海鲜(星耀樟宜店)","亚洲菜 ","9","9","9","394","25封点评","78 Airport Blvd, #03-202/203/204, 新加坡 819666
              
        ","14人推荐
辣椒蟹
6人推荐
海鲜炒饭
4人推荐
炸馒头
","五星商户"
"8","梧槽豆花水","小吃快餐 ","9","8.1","9.1","15","43封点评","马里士他街
              
        ","11人推荐
豆花
2人推荐
油条
2人推荐
香酥豆腐
","五星商户"
"9","吐司工坊(中山大楼店)","东南亚菜 新加坡菜 ","8.9","8.8","8.8","30","56封点评","20 Ah Hood Road ##01-11/14, Zhongshan Mall, 新加坡 329984
              +65-66845324
        ","10人推荐
咖椰酱吐司
8人推荐
牛油花生厚吐司套餐
5人推荐
叻沙
","五星商户"
"10","翡翠皇宫酒家(义安城店)","中餐 ","8.6","8.9","8.6","404","46封点评","乌节路391义安城#04-19
              +65-673-52388
        ","5人推荐
胡椒蟹
4人推荐
花雕醉虾
3人推荐
上汤生面
","准五星商户"
"11","钊记面家(CHEW KEE)","中餐 ","7.1","6.8","8","44","83封点评","新加坡克罗斯街上段8号
              +65-62220507
        ","25人推荐
油鸡面
15人推荐
油鸡饭
12人推荐
水饺
","四星商户"
"12","長城粥品中心","小吃快餐 ","7.5","7.2","9","65","53封点评","#01-973, 新加坡 327748
              +65-62540952
        ","1人推荐
宫保田鸡
1人推荐
田鸡粥
1人推荐
葱姜田鸡
","五星商户"
"13","塚田農場","日本料理 ","9.2","9","9.2","223","39封点评","Chinatown Point, 2F
              
        ","21人推荐
美人锅
5人推荐
米饭卷
3人推荐
炸鸡
","五星商户"
"14","龍海鮮螃蟹王(Tebing)","中餐 ","8.9","8.9","9.1","320","33封点评","6,Tebing Ln  ,Singapore,828835
              +65-64411848
        ","7人推荐
麦片虾
6人推荐
砂煲螃蟹米粉汤
5人推荐
牛油蟹
","五星商户"
"0","乐天经典(圣淘沙)","东南亚菜 新加坡菜 ","8.6","8.8","9","243","43封点评","26 Sentosa Gateway, #B1-201/202, Resorts World at Sentosa, 新加坡 098138
              +65-65709265
        ","9人推荐
蛋黄鱼皮
8人推荐
龙虎烩
6人推荐
竹蔗马蹄水
","准五星商户"
"1","大龙燚火锅","火锅 ","9","9.1","9","305","37封点评","#08-08 Orchard Central, 181 Orchard Road, 238896.
              +65-65090002
        ","9人推荐
大刀毛肚
6人推荐
嫩牛肉
3人推荐
龙须菜
","五星商户"
