"TEXT","COUNT","SENTIMENT_KEYWORD_AGG_INDEX","ASPECT_CATEGORY_NAME","ASPECT_CATEGORY","REQUIRE_CONTEXT"
"接地气",22,2161,"Experience",,
"接水",22,2162,"Facilities",,1
"新人",22,2163,"NA",,
"新加坡夜间野生动物园",22,2164,"POI/Places",,
"新加坡小印度",22,2165,"POI/Places",,
"新加坡景色",22,2166,"Sightseeing",,
"新加坡滨海艺术中心",22,2167,"POI/Places",,
"新年",22,2168,"NA",,
"新鲜感",22,2169,"Experience",,
"时间一定",22,2170,"NA",,
"普通话",22,2171,"NA",,
"景色秀丽",22,2172,"Sightseeing",,
"服务中心",22,2173,"Service",,
"本土设计师",22,2174,"NA",,
"正面",22,2175,"NA",,
"每天都会",22,2176,"NA",,
"水滑梯",22,2177,"Activities",,
"注意事项",22,2178,"NA",,
"海底生物",22,2179,"Sightseeing",,
"海滩边",22,2180,"Sightseeing",,
"海豚一起",22,2181,"Sightseeing",,1
"滨海堤坝",22,2182,"POI/Places",,
"点小",22,2183,"NA",,
"熟食中心",22,2184,"F&B",,
"狮身鱼尾",22,2185,"Sightseeing",,1
"现代感",22,2186,"Experience",,
"珍珠坊",22,2187,"Shopping",,
"生态环境",22,2188,"Environment and Ambiance",,
"白天的动物园",22,2189,"Sightseeing",,
"白天的景色",22,2190,"Sightseeing",,
"的人太多",22,2191,"Transportation and Accessibility",,
"眼帘",22,2192,"NA",,
"磁卡",22,2193,"NA",,
"纪念币",22,2194,"Shopping",,
"缆车站",22,2195,"Transportation and Accessibility",,
"翡翠山路",22,2196,"POI/Places",,1
"老板",22,2197,"Shopping",,1
"花园中的城市",22,2198,"Environment and Ambiance",,
"莱佛士酒店",22,2199,"POI/Places",,
"西餐",22,2200,"F&B",,
"视觉盛宴",22,2201,"Sightseeing",,1
"角色",22,2202,"NA",,
"较高",22,2203,"NA",,
"造型独特",22,2204,"NA",,
"遮阳",22,2205,"Facilities",,
"重达",22,2206,"NA",,
"金莎",22,2207,"NA",,
"闹市",22,2208,"NA",,
"阴天",22,2209,"Environment and Ambiance",,
"院子",22,2210,"Sightseeing",,
"霸气",22,2211,"NA",,
"非常适合小朋友",22,2212,"Family/Children family/Friends",,
"项目多",22,2213,"NA",,
"风景宜人",22,2214,"Sightseeing",,
"餐饮店",22,2215,"F&B",,
"马来西亚美食街",22,2216,"Transportation and Accessibility",,
"魟鱼",22,2217,"Sightseeing",,
"一件外套",21,2218,"NA",,
"下午茶",21,2219,"F&B",,
"不二",21,2220,"NA",,
"两个多小时",21,2221,"NA",,
"两天有效",21,2222,"NA",,
"个半小时",21,2223,"NA",,
"个热闹",21,2224,"NA",,
"中文版",21,2225,"Service",,1
"中的好",21,2226,"NA",,
"主持人",21,2227,"NA",,
"乘客",21,2228,"NA",,
"也不累",21,2229,"NA",,
"什么人",21,2230,"NA",,
"价格小贵",21,2231,"Price",,
"优惠券",21,2232,"Price",,
"伦敦眼",21,2233,"NA",,
"侏罗纪",21,2234,"Activities",,
"六个售票处",21,2235,"Transportation and Accessibility",,
"其中之一",21,2236,"NA",,
"几个景点",21,2237,"POI/Places",,
"几圈",21,2238,"NA",,
"台阶",21,2239,"Facilities",,
"坡币",21,2240,"Price",,
"多人民币",21,2241,"Price",,
"大朋友",21,2242,"Family/Children family/Friends",,1
"大片",21,2243,"NA",,
"大草坪",21,2244,"Sightseeing",,
"大陆",21,2245,"NA",,
"太阳能",21,2246,"Facilities",,
"奥山",21,2247,"NA",,
"寺庙大门",21,2248,"NA",,
"少很多",21,2249,"NA",,
"就坐",21,2250,"NA",,
"差额够",21,2251,"Price",,
"帆船",21,2252,"NA",,
"座清真寺",21,2253,"NA",,
"当地美食",21,2254,"F&B",,
"彩虹礁",21,2255,"Sightseeing",,
"感觉新加坡",21,2256,"Experience",,
"感觉真的",21,2257,"Experience",,
"我会",21,2258,"NA",,
"所在",21,2259,"NA",,
"所有的项目",21,2260,"NA",,
"扑面而来",21,2261,"NA",,
"摩天塔",21,2262,"Sightseeing",,1
"改造成",21,2263,"NA",,
"数字码",21,2264,"Transportation and Accessibility",,
"整体来说",21,2265,"NA",,
"新加坡夜生活",21,2266,"Activities",,
"新加坡当地人",21,2267,"NA",,
"新加坡的海洋馆",21,2268,"POI/Places",,
"新加坡的风景",21,2269,"Sightseeing",,
"新加坡穆斯林的聚居区",21,2270,"POI/Places",,
"新加坡都会",21,2271,"NA",,
"旅游团",21,2272,"NA",,
"旅游期间每天",21,2273,"NA",,
"景色非常好",21,2274,"Sightseeing",,
"朋友一定",21,2275,"Family/Children family/Friends",,1
"望去",21,2276,"NA",,
"本地",21,2277,"NA",,
"条小",21,2278,"NA",,
"条路上",21,2279,"Transportation and Accessibility",,
"来的时候",21,2280,"NA",,
"柜子",21,2281,"Facilities",,
"每个景点",21,2282,"POI/Places",,
"气味",21,2283,"Environment and Ambiance",,
"水流",21,2284,"NA",,
"水獭",21,2285,"Sightseeing",,
"水边",21,2286,"NA",,
"河道",21,2287,"NA",,
"沿街",21,2288,"Transportation and Accessibility",,
"海底隧道",21,2289,"Sightseeing",,
"海牛",21,2290,"Sightseeing",,
"消防",21,2291,"Facilities",,
"滨海湾全景",21,2292,"POI/Places",,
"激流勇",21,2293,"Activities",,1
"灯笼",21,2294,"NA",,
"理由",21,2295,"NA",,
"用法",21,2296,"NA",,
"相片",21,2297,"Sightseeing",,
"看台",21,2298,"NA",,
"礼拜",21,2299,"NA",,
"票机上",21,2300,"NA",,
"科学知识",21,2301,"NA",,
"笔两张",21,2302,"NA",,
"纱丽",21,2303,"NA",,
"缘故",21,2304,"NA",,
"网友",21,2305,"NA",,
"美食广场",21,2306,"Transportation and Accessibility",,
"老人家",21,2307,"Family/Children family/Friends",,
"老人票",21,2308,"Transportation and Accessibility",,
"老师",21,2309,"NA",,
"脏乱差",21,2310,"Environment and Ambiance",,
"自然保护区",21,2311,"Sightseeing",,
"舞蹈",21,2312,"Activities",,1
"艺术作品",21,2313,"Arts and Culture",,
"花芭山",21,2314,"Sightseeing",,
"英文小火车",21,2315,"Transportation and Accessibility",,1
"蝴蝶馆",21,2316,"Sightseeing",,
"记载",21,2317,"NA",,
"车费",21,2318,"Transportation and Accessibility",,
"这个时候",21,2319,"NA",,
"都是一头雾水",21,2320,"NA",,
"铜器",21,2321,"NA",,
"隧道",21,2322,"Transportation and Accessibility",,
"雪糕",21,2323,"F&B",,
"音响",21,2324,"Arts and Culture",,
"鸭子",21,2325,"NA",,
"Singapore",21,2326,"NA",,
"一句话",20,2327,"NA",,
"一般",20,2328,"NA",,
"上海的外滩",20,2329,"NA",,
"不久",20,2330,"NA",,
"两个孩子",20,2331,"Family/Children family/Friends",,
"两条",20,2332,"NA",,
"中国各地的小吃",20,2333,"F&B",,
"习性",20,2334,"NA",,
"二战时期",20,2335,"NA",,
"交通方式",20,2336,"Transportation and Accessibility",,
"人行道",20,2337,"Transportation and Accessibility",,
"价位",20,2338,"Price",,
"佛教寺庙",20,2339,"NA",,
"佛教徒的圣物",20,2340,"NA",,
"全方位",20,2341,"NA",,
"全身",20,2342,"NA",,
"兴致",20,2343,"NA",,
"动物亲密",20,2344,"Sightseeing",,1
"午后",20,2345,"NA",,
"南部山脊",20,2346,"Sightseeing",,
"印度尼西亚",20,2347,"NA",,
"印度美食",20,2348,"F&B",,
"参观者",20,2349,"NA",,
"变形金钢",20,2350,"Activities",,
"号码",20,2351,"NA",,
"吃完晚饭",20,2352,"NA",,
"国内的海洋馆",20,2353,"NA",,
"地下一层",20,2354,"NA",,
"城市景观",20,2355,"Sightseeing",,
"大堂",20,2356,"NA",,
"大蜥蜴",20,2357,"Sightseeing",,
"大道",20,2358,"Transportation and Accessibility",,
"家人一起",20,2359,"Family/Children family/Friends",,
"寓意",20,2360,"NA",,
"小东西",20,2361,"Shopping",,
"小印度站",20,2362,"Transportation and Accessibility",,
"小火车票",20,2363,"Transportation and Accessibility",,
"小狮子",20,2364,"Sightseeing",,
"小的孩子",20,2365,"Family/Children family/Friends",,
"小礼品",20,2366,"Shopping",,
"工匠林浪新",20,2367,"NA",,
"帽子",20,2368,"NA",,
"很适合孩子",20,2369,"Family/Children family/Friends",,
"总能",20,2370,"NA",,
"想看",20,2371,"NA",,
"感兴趣的朋友",20,2372,"NA",,
"排档",20,2373,"F&B",,
"文艺青年",20,2374,"NA",,
"斜坡",20,2375,"NA",,
"新加坡乌节路",20,2376,"POI/Places",,
"新加坡人民",20,2377,"NA",,
"新加坡国花",20,2378,"NA",,
"新加坡的天气",20,2379,"Environment and Ambiance",,
"日光浴",20,2380,"NA",,
"早一点",20,2381,"NA",,
"时间多",20,2382,"NA",,
"星巴克",20,2383,"F&B",,
"星空",20,2384,"Environment and Ambiance",,
"更有",20,2385,"NA",,
"棒极了",20,2386,"Experience",,
"植物种类",20,2387,"Sightseeing",,
"次日",20,2388,"NA",,
"汇率",20,2389,"Price",,
"汽车",20,2390,"Transportation and Accessibility",,
"沿途的风景",20,2391,"Sightseeing",,
"海滨公园",20,2392,"POI/Places",,
"游艇",20,2393,"Activities",,
"滨海湾的夜景",20,2394,"Sightseeing",,
"点钟",20,2395,"NA",,
"爸爸妈妈",20,2396,"Family/Children family/Friends",,
"独木舟",20,2397,"Activities",,
"现代购物中心",20,2398,"Shopping",,
"白天动物园",20,2399,"Sightseeing",,
"的很不错",20,2400,"Experience",,
"的话一定",20,2401,"NA",,
"石头",20,2402,"NA",,
"童趣",20,2403,"Family/Children family/Friends",,
"米其林",20,2404,"F&B",,
"米处",20,2405,"NA",,
"绿地",20,2406,"Environment and Ambiance",,
"美的景色",20,2407,"Sightseeing",,
"肯德基",20,2408,"F&B",,
"花都",20,2409,"NA",,
"英国海军基地",20,2410,"NA",,
"英式",20,2411,"NA",,
"英文不好",20,2412,"NA",,
"蚊虫",20,2413,"Environment and Ambiance",,
"设备齐全的海上乐园",20,2414,"Sightseeing",,
"误机",20,2415,"NA",,
"走道",20,2416,"TRansportation and Accessibility",,
"超级美",20,2417,"Experience",,
"躺椅",20,2418,"Facilities",,
"车程",20,2419,"Transportation and Accessibility",,
"轿厢",20,2420,"NA",,
"适合大人",20,2421,"Family/Children family/Friends",,
"道锋味",20,2422,"F&B",,
"都是中国人",20,2423,"NA",,
"都是华人",20,2424,"NA",,
"闪闪发光",20,2425,"NA",,
"雨季",20,2426,"Environment and Ambiance",,
"非常适合孩子",20,2427,"Family/Children family/Friends",,
"项目都是",20,2428,"Activities",,
"风趣",20,2429,"NA",,
"鱼尾狮雕塑",20,2430,"Sightseeing",,
"鸟类公园",20,2431,"POI/Places",,
"黄昏",20,2432,"Environment and Ambiance",,
"一段路",19,2433,"Transportation and Accessibility",,
"一片区域",19,2434,"NA",,
"万圣节",19,2435,"NA",,
"上校",19,2436,"NA",,
"两个场馆",19,2437,"Facilities",,
"两座",19,2438,"NA",,
"两张票",19,2439,"Transportation and Accessibility",,
"两栋",19,2440,"Facilities",,1
"中规中矩",19,2441,"NA",,
"价格不菲",19,2442,"Price",,
"位特别的人物",19,2443,"NA",,
"侧面",19,2444,"NA",,
"假日",19,2445,"NA",,
"卡夫清真寺",19,2446,"POI/Places",,
"印度的助手",19,2447,"NA",,
"员工",19,2448,"Service",,
"品种多",19,2449,"NA",,
"商厦",19,2450,"Shopping",,
"圣诞",19,2451,"NA",,
"地方小",19,2452,"NA",,
"地铁紫",19,2453,"Transportation and Accessibility",,
"场灯光秀",19,2454,"Sightseeing",,
"块新币",19,2455,"Price",,
"多媒体",19,2456,"NA",,
"多新币",19,2457,"Price",,
"多花",19,2458,"NA",,
"夜景很好",19,2459,"Sightseeing",,
"夜行动物",19,2460,"Sightseeing",,
"大多数人",19,2461,"NA",,
"大屏幕",19,2462,"NA",,
"大自然的感觉",19,2463,"Experience",,
"天色",19,2464,"NA",,
"女人",19,2465,"NA",,
"好位置",19,2466,"Transportation and Accessibility",,1
"妈祖",19,2467,"NA",,
"娃娃",19,2468,"NA",,
"官方",19,2469,"NA",,
"尽头",19,2470,"NA",,
"屋子",19,2471,"NA",,
"左手边",19,2472,"NA",,
"差远",19,2473,"NA",,
"已故新加坡著名",19,2474,"NA",,
"巴拉望海滩",19,2475,"POI/Places",,
"帐篷",19,2476,"Facilities",,
"年轻创业者",19,2477,"NA",,
"建议下午",19,2478,"NA",,
"强力",19,2479,"NA",,
"形状",19,2480,"NA",,
"很适合亲子",19,2481,"Family/Children family/Friends",,
"想法",19,2482,"NA",,
"意境",19,2483,"NA",,
"愿望",19,2484,"NA",,
"才行",19,2485,"NA",,
"打不开",19,2486,"NA",,
"拍完",19,2487,"Sightseeing",,
"文化区",19,2488,"POI/Places",,
"新加坡南部",19,2489,"Transportation and Accessibility",,
"新加坡国庆",19,2490,"Activities",,1
"新加坡景点",19,2491,"POI/Places",,
"新加坡的印度人",19,2492,"NA",,
"新加坡的小印度",19,2493,"POI/Places",,
"新加坡的摩天轮",19,2494,"POI/Places",,
"新加坡的新地标",19,2495,"POI/Places",,
"新加坡网红",19,2496,"Sightseeing",,1
"新加坡著名的旅游",19,2497,"POI/Places",,
"明年",19,2498,"NA",,
"晚上七点",19,2499,"NA",,
"景点门口",19,2500,"Transportation and Accessibility",,
"更能",19,2501,"NA",,
"有多",19,2502,"NA",,
"条商业街",19,2503,"Shopping",,
"杯新加坡司令",19,2504,"F&B",,
"树荫",19,2505,"Sightseeing",,
"欲望",19,2506,"NA",,
"死角",19,2507,"NA",,
"殖民地",19,2508,"NA",,
"每个区域",19,2509,"NA",,
"河里",19,2510,"NA",,
"治安",19,2511,"Environment and Ambiance",,
"波浪桥",19,2512,"POI/Places",,
"洗手间",19,2513,"Facilities",,
"渔村",19,2514,"NA",,
"游完",19,2515,"NA",,
"灯饰",19,2516,"NA",,
"烈日",19,2517,"Environment and Ambiance",,
"热的时候",19,2518,"Environment and Ambiance",,
"片区域",19,2519,"NA",,
"猛兽",19,2520,"NA",,
"玫瑰",19,2521,"Sightseeing",,
"珍宝海鲜楼",19,2522,"F&B",,
"画展",19,2523,"Sightseeing",,
"直接手机",19,2524,"NA",,1
"看多",19,2525,"NA",,
"眼界",19,2526,"NA",,
"空地",19,2527,"NA",,
"箱子",19,2528,"NA",,
"米其林餐厅",19,2529,"F&B",,
"纪念堂",19,2530,"Sightseeing",,
"纯白色",19,2531,"NA",,
"维多利亚",19,2532,"NA",,
"绿色植物",19,2533,"Sightseeing",,
"老实说",19,2534,"NA",,
"色彩艳丽的印度教",19,2535,"Arts and Culture",,
"节日的时候来临",19,2536,"NA",,
"花园国家",19,2537,"Environment and Ambiance",,
"蕨类植物",19,2538,"Sightseeing",,
"街景",19,2539,"Sightseeing",,
"袋鼠",19,2540,"Sightseeing",,
"视线",19,2541,"NA",,
"谢霆锋",19,2542,"NA",,
"贝壳",19,2543,"NA",,
"转机",19,2544,"Transportation and Accessibility",,1
"过后",19,2545,"NA",,
"都市",19,2546,"NA",,
"都是酒吧",19,2547,"F&B",,
"镜头",19,2548,"NA",,
"面貌",19,2549,"NA",,
"风洞",19,2550,"Activities",,
"风貌",19,2551,"NA",,
"高尔夫球场",19,2552,"Activities",,
"鱼尾狮塑像",19,2553,"Sightseeing",,
"鱼尾狮广场",19,2554,"POI/Places",,
"黑胡椒蟹",19,2555,"F&B",,
"一不小心",18,2556,"NA",,
"一去的景点",18,2557,"POI/Places",,
"三岁",18,2558,"Family/Children family/Friends",,
"两个大",18,2559,"NA",,
"个人建议",18,2560,"NA",,
"个地方",18,2561,"NA",,
"个生态区",18,2562,"NA",,
"事物",18,2563,"NA",,
"云雾森林玻璃屋",18,2564,"POI/Places",,
"人不少",18,2565,"Transportation and Accessibility",,
"件薄",18,2566,"NA",,
"住在乌节路",18,2567,"NA",,
"便会",18,2568,"NA",,
"做出",18,2569,"NA",,
"克拉码头的夜景",18,2570,"Sightseeing",,
"克拉码头附近",18,2571,"Transportation and Accessibility",,
"军事基地",18,2572,"NA",,
"勇气",18,2573,"NA",,
"原貌",18,2574,"NA",,
"只会",18,2575,"NA",,
"史密斯街",18,2576,"POI/Places",,
"后来的移民",18,2577,"NA",,
"噱头",18,2578,"NA",,
"图",18,2579,"NA",,
"圣约翰岛",18,2580,"POI/Places",,
"地方真的",18,2581,"NA",,
"坑人",18,2582,"NA",,
"基本上都",18,2583,"NA",,
"夜市的牛车水灯火辉煌",18,2584,"POI/Places",,
"天热",18,2585,"Environment and Ambiance",,
"天鹅",18,2586,"Sightseeing",,
"太多人",18,2587,"Transportation and Accessibility",,
"奢侈品店",18,2588,"Shopping",,
"它的名字",18,2589,"NA",,
"小商品市场",18,2590,"Shopping",,
"小猴子",18,2591,"Sightseeing",,
"平方千米",18,2592,"NA",,
"平民",18,2593,"NA",,
"当初",18,2594,"NA",,
"彩绘",18,2595,"NA",,
"战士",18,2596,"NA",,
"摩天",18,2597,"NA",,
"放松心情",18,2598,"NA",,
"新加坡克拉码头",18,2599,"POI/Places",,
"新加坡南部岛屿",18,2600,"NA",,
"新加坡历史博物馆",18,2601,"POI/Places",,
"新加坡天气",18,2602,"Environment and Ambiance",,
"新加坡形象的鱼尾狮",18,2603,"Sightseeing",,
"新加坡旅游局",18,2604,"Sightseeing",,
"新加坡的城市景观",18,2605,"Sightseeing",,
"新加坡的生命",18,2606,"NA",,
"新加坡美食",18,2607,"F&B",,
"新加坡这种",18,2608,"NA",,
"旧国会大厦",18,2609,"POI/Places",,
"服务台",18,2610,"Service",,
"木乃伊过山车",18,2611,"Activities",,
"条小路",18,2612,"Transportation and Accessibility",,
"标准",18,2613,"NA",,
"梦想",18,2614,"NA",,
"棕榈树",18,2615,"Sightseeing",,
"正门",18,2616,"Transportation and Accessibility",,
"步行小径",18,2617,"Transportation and Accessibility",,
"毛病",18,2618,"NA",,
"汇演",18,2619,"Activities",,
"池塘",18,2620,"Sightseeing",,
"流程",18,2621,"NA",,
"消防车",18,2622,"Facilities",,
"游客都会",18,2623,"NA",,
"游轮",18,2624,"Activities",,1
"滑滑梯",18,2625,"Activities",,
"漂流池",18,2626,"Activities",,
"灯寺院",18,2627,"POI/Places",,
"热带的奇异花卉",18,2628,"Sightseeing",,
"热门景点",18,2629,"POI/Places",,
"热",18,2630,"Environment and Ambiance",,
"特色小店",18,2631,"Shopping",,1
"猛禽",18,2632,"Sightseeing",,
"现金",18,2633,"Price",,
"班次",18,2634,"Transportation and Accessibility",,
"百年老店",18,2635,"Shopping",,
"的人来说",18,2636,"Experience",,
"皇后坊",18,2637,"POI/Places",,
"盖章",18,2638,"NA",,
"看清楚",18,2639,"NA",,
"礼拜堂",18,2640,"NA",,
"神秘感",18,2641,"NA",,
"票时间",18,2642,"Transportation and Accessibility",,
"私人",18,2643,"NA",,
"种族",18,2644,"NA",,
"移民",18,2645,"NA",,
"空中栈道",18,2646,"POI/Places",,
"空中缆车",18,2647,"Activities",,
"签证",18,2648,"NA",,
"美的风景",18,2649,"Sightseeing",,
"老妈",18,2650,"Family/Children family/Friends",,
"舱内",18,2651,"NA",,
"色彩鲜艳",18,2652,"NA",,
"范克里夫水族馆",18,2653,"POI/Places",,
"菜市场",18,2654,"NA",,
"蔬菜",18,2655,"F&B",,
"表面",18,2656,"NA",,
"许多人",18,2657,"Transportation and Accessibility",,
"货物",18,2658,"NA",,
"路人",18,2659,"NA",,
"车道",18,2660,"Transportation and Accessibility",,
"辣椒蟹",18,2661,"F&B",,
"送人",18,2662,"NA",,
"适合情侣",18,2663,"Family/Children family/Friends",,
"遊客",18,2664,"NA",,
"酒店附近",18,2665,"Transportation and Accessibility",,1
"里头",18,2666,"NA",,
"雨天",18,2667,"Environment and Ambiance",,
"项目很好",18,2668,"Activities",,
"顿饭",18,2669,"F&B",,
"饮用水",18,2670,"F&B",,1
"饺子",18,2671,"F&B",,
"高岛屋",18,2672,"Shopping",,
"高症",18,2673,"NA",,
"鬼蝠魟",18,2674,"Sightseeing",,
"鱼群",18,2675,"Sightseeing",,
"黄线",18,2676,"Transportation and Accessibility",,
"一大圈",17,2677,"NA",,
"一段距离",17,2678,"Transportation and Accessibility",,1
"一班",17,2679,"Transportation and Accessibility",,1
"一瞬间",17,2680,"NA",,
"三个项目",17,2681,"Activities",,
"上都",17,2682,"NA",,
"不过是",17,2683,"NA",,
"世界最高",17,2684,"NA",,
"世界著名",17,2685,"NA",,
"中国元素",17,2686,"NA",,
"中国文化",17,2687,"NA",,
"中国菜",17,2688,"F&B",,
"丽宫",17,2689,"NA",,
"了一下午",17,2690,"NA",,
"了一场",17,2691,"NA",,
"五个",17,2692,"NA",,
"亚洲四小龙",17,2693,"NA",,
"享受到",17,2694,"Service",,
"人物等",17,2695,"NA",,
"今日",17,2696,"NA",,
"伴手礼",17,2697,"Shopping",,
"停车场",17,2698,"Facilities",,
"全岛",17,2699,"NA",,
"全长",17,2700,"NA",,
"公共汽车",17,2701,"Transportation and Accessibility",,
"公车",17,2702,"transportation and Accessibility",,
"农场",17,2703,"NA",,
"前一天",17,2704,"NA",,
"动物品种",17,2705,"Sightseeing",,
"动物园很好",17,2706,"POI/Places",,
"区内",17,2707,"NA",,
"十几分钟",17,2708,"NA",,
"单程",17,2709,"Transportation and Accessibility",,
"南洋风情",17,2710,"Arts and Culture",,
"古董",17,2711,"NA",,
"同伴",17,2712,"Family/Children family/Friends",,
"名店",17,2713,"Shopping",,1
"嘴里",17,2714,"NA",,
"围墙",17,2715,"NA",,
"坐在岸边",17,2716,"NA",,
"坐在海边",17,2717,"NA",,
"多家",17,2718,"NA",,
"大型动物",17,2719,"Sightseeing",,
"大城市",17,2720,"NA",,
"大太阳",17,2721,"Environment and Ambiance",,
"大教堂",17,2722,"NA",,
"大莲花",17,2723,"POI/Places",,1
"大酒店",17,2724,"NA",,
"大队",17,2725,"NA",,
"大鱼缸",17,2726,"Sightseeing",,
"大鲨鱼",17,2727,"Sightseeing",,
"孙中山",17,2728,"NA",,
"宗教信仰",17,2729,"Arts and Culture",,
"客户",17,2730,"NA",,
"小孩玩得",17,2731,"Family/Children family/Friends",,
"小房子",17,2732,"NA",,
"小而精致",17,2733,"Experience",,
"小聚居地",17,2734,"POI/Places",,
"小龙",17,2735,"NA",,
"尔顿一号",17,2736,"NA",,
"左手",17,2737,"NA",,
"座舱",17,2738,"Facilities",,
