address,block,coordinates,cuisine_type,dining_category,feature,index,meal,name,phonenumber,price,rating,rating_atmosphere,rating_food,rating_service,rating_value,review_number,special_diets
"252 North Bridge Road Raffles City Shopping Centre #B1-44A Raffles City, Singapore 179103 Singapore",City Hall,"1.29383,103.85333","Cafe, Asian","[u'$, Cafe, Asian']","Seating, Wheelchair Accessible",1968,"Breakfast, Brunch",Toast Box,tel:+65 6339 4434,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,30 reviews,
"39C Harding Road, Singapore 249541 Singapore",Tanglin,"1.30441,103.81301",,[u'$$ - $$$'],"Reservations, Table Service",1969,Dinner,The Rabbit Hole,,,4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,19 reviews,
"14 Smith Street, Singapore 058928 Singapore",Outram,"1.282056,103.84464","Chinese, Asian, Singaporean","[u'$$ - $$$, Chinese, Asian, Singaporean']","Outdoor Seating, Seating, Serves Alcohol, Table Service",1970,"Lunch, Dinner",Ju Dian BBQ,tel:+65 6222 5166,,4,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,45 reviews,
"74 Amoy Street, Singapore 069893 Singapore",Outram,"1.28026,103.84677",Chinese,[u'Chinese'],"Reservations, Table Service",1971,Dinner,Chengdu,tel:+65 8533 9928,,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,14 reviews,
"115 Owen Road Central Singapore, Singapore 218922 Singapore",Kampong Java,"1.313749,103.85291","Asian, Chinese","[u'$$ - $$$, Asian, Chinese, Vegetarian Friendly']",,1972,"Lunch, Dinner",Genesis Vegan Restaurant,tel:+65 6438 7118,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,24 reviews,"Vegetarian Friendly, Vegan Options"
"271 Bukit Timah Road #01-04 Balmoral Plaza Balmoral Plaza, Singapore 259708 Singapore",Central Area/City Area,"1.316464,103.8357","Asian, Thai","[u'$$ - $$$, Asian, Thai, Vegetarian Friendly']",,1973,,Thai'd Me Up Restaurant,tel:+65 6235 5110,S$7 - S$28,4,,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,20 reviews,"Vegetarian Friendly, Vegan Options"
"1 Jurong West Central 2 Jurong Point, Singapore 648886 Singapore",Jurong West,"1.34025,103.70656","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']","Seating, Takeout, Reservations, Table Service",1974,"Dinner, Lunch",Ichiban Sushi ( Jurong Point),tel:+65 6397 1242,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,27 reviews,
"51 Bras Basah Road #01-02 Manulife Centre, Singapore 189554 Singapore",Central Area/City Area,"1.297539,103.8503","Irish, Bar, Pub","[u'$$ - $$$, Irish, Bar, Pub']",,1975,"Lunch, Dinner, Drinks",Molly Roffey's Irish Pub,tel:+65 6238 0989,S$14 - S$42,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,141 reviews,
"1 Vista Exchange Green The Star Vista The Star Vista, #01-43/K4, Singapore 138617 Singapore",One North,"1.30678,103.78834","Asian, Korean","[u'$$ - $$$, Asian, Korean']",Reservations,1976,Dinner,Chi-Bing,,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,14 reviews,
"333 Kreta Ayer Road #01-14, Singapore 080333 Singapore",Outram,"1.281047,103.84233",,[],"Takeout, Seating, Parking Available, Street Parking, Highchairs Available, Digital Payments, Free Wifi, Accepts Credit Cards",1977,"Breakfast, Lunch, Dinner, Brunch",The Social Space,tel:+65 6655 0221,,5,,,,,7 reviews,
"6 Raffles Boulevard Marina Square, Singapore 039594 Singapore",Marina Centre,"1.29122,103.8578","Asian, Chinese","[u'$$ - $$$, Asian, Chinese']",,1978,"Lunch, Dinner",Hotpot Culture,tel:+65 6338 7873,S$21 - S$28,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,34 reviews,
"14 Scotts Road Far East Plaza #05-22 Far East Plaza, Singapore 228213 Singapore",Central Area/City Area,"1.307436,103.83341","Asian, Indonesian","[u'$$ - $$$, Asian, Indonesian, Halal']",,1979,"Lunch, Dinner",Ayam Penyet Ria,tel:+65 6733 4336,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,34 reviews,Halal
"6001 Beach Road Golden Mile Tower B1-20 Golden Mile Tower, Singapore 199589 Singapore",Crawford,"1.302269,103.864204","Chinese, Asian, Singaporean","[u'$$ - $$$, Chinese, Asian, Singaporean']","Takeout, Seating, Serves Alcohol, Table Service",1980,"Dinner, Lunch",Thien Kee Steamboat Restaurant,tel:+65 6293 5910,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,37 reviews,
"311 New Upper Changi Road Bedok Mall #01-13 To #01-17, Singapore 467360 Singapore",Bedok,"1.32472,103.92892","Chinese, Asian","[u'Chinese, Asian']",,1981,,Hai Di Lao Bedok,,,5,,,,,7 reviews,
"10 Bayfront Avenue # 08 Marina Bay Sands 09, Singapore 018956 Singapore",Marina Bay,"1.28304,103.85797","Chinese, Asian, Singaporean","[u'$$ - $$$, Chinese, Asian, Singaporean']","Reservations, Seating, Serves Alcohol, Table Service",1982,"Dinner, Lunch",Yu Cuisine (Marina Bay Sands) Singapore,tel:+65 6688 7318,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,95 reviews,
"313 Orchard Road 313 @ Somerset, Singapore 238895 Singapore",Somerset,"1.30089,103.83843","Chinese, Grill","[u'$$ - $$$, Chinese, Grill']","Seating, Table Service",1983,"Lunch, Dinner",Tanyu,tel:+65 6509 8887,,4,,,,,16 reviews,
"3D River Valley Road #02-03, Singapore 179023 Singapore",Central Area/City Area,"1.29592,103.8388","Bar, Pub","[u'$$ - $$$, Bar, Pub']",,1984,Dinner,Shuffle Bistro Bar,tel:+65 6338 9438,S$14 - S$35,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,22 reviews,
"608 Geylang Road, Singapore 389547 Singapore",Aljunied,"1.31412,103.88834",Healthy,[u'Healthy'],,1985,,Durian 36,tel:+65 8420 4727,,4.5,,,,,11 reviews,
"233 Joo Chiat Place Flora East, Singapore 427928 Singapore",Geylang East,"1.31436,103.90574",Vietnamese,[u'Vietnamese'],,1986,,Samsim Vietnam Cafe,,,4.5,,,,,10 reviews,
"100 Guillemard Road Singapore Badminton Hall #01-06, Singapore 399718 Singapore",Aljunied,"1.310077,103.881836","Japanese, Asian, Korean","[u'Japanese, Asian, Korean']","Reservations, Seating, Table Service",1987,"Lunch, Dinner",Haru,tel:+65 8767 0304,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,26 reviews,
"2 Orchard Link Scape Scape, #03-01, Singapore 237978 Singapore",Somerset,"1.30111,103.83549",,"[u'$$ - $$$, Barbecue, Asian, Korean']",,1988,,I'm Kim Junior,tel:+65 6634 0420,,4.5,,,,,14 reviews,
"257 Jalan Kayu, Singapore 799485 Singapore",Sengkang,"1.3968,103.87288","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Reservations, Seating",1989,"Lunch, Dinner",New Soon Huat Bak Kut Teh,tel:+65 6484 3224,,4.5,,,,,13 reviews,
"1 Kim Seng Promenade #02-111/112 Great World City, Singapore 237994 Singapore",Central Area/City Area,"1.293336,103.83263","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']",,1990,"Lunch, Dinner",Imperial Treasure Cantonese Cuisine,tel:+65 6732 2232,S$14 - S$21,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,94 reviews,
"48 Serangoon Road Little India Arcade #02-13, Singapore 217959 Singapore",Central Area/City Area,"1.30568,103.85152",,[u'$$ - $$$'],Reservations,1991,"Lunch, Dinner",Apolo Bistro,tel:+65 6291 4646,,4,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,14 reviews,
"68 Orchard Road Plaza Singapura #04-63/67 Plaza Singapura, Singapore 238839 Singapore",Museum,"1.30048,103.84491","Asian, Japanese","[u'$$ - $$$, Asian, Japanese']","Reservations, Seating, Wheelchair Accessible",1992,"Lunch, Dinner",Suki-Ya,,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,47 reviews,
"3C River Valley Road Traders' Market #01-02/03 The Cannery, Clarke Quay, Singapore 179024 Singapore",Central Area/City Area,"1.29036,103.84549","Bar, European, New Zealand","[u'$$ - $$$, Bar, European, New Zealand']","Reservations, Seating, Full Bar, Television, Serves Alcohol, Table Service, Live Music",1993,"Dinner, After-hours, Drinks",Fern and Kiwi,tel:+65 6336 2271,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,105 reviews,
"2 Tampines Central 5 Century Square #01-35, Century Square, Singapore 529509 Singapore",,"1.352697,103.943596",,[u'$$ - $$$'],Reservations,1994,"Lunch, Dinner",Frapas Bar By Saveur,tel:+65 6789 1121,S$21 - S$42,4.5,,,,,8 reviews,
"340 Tanjong Katong Road, Singapore 437111 Singapore",Marine Parade,"1.303808,103.89665","French, European","[u'French, European']","Reservations, Table Service",1995,"Dinner, Lunch",Garcons,tel:+65 9786 9123,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,14 reviews,
"551 Bukit Timah Road, Singapore 269692 Singapore",Bukit Timah,"1.323217,103.811935","Asian, Thai","[u'$, Asian, Thai']","Takeout, Seating",1996,"Lunch, Dinner",Le Wu Cafe,tel:+65 8228 7394,,4,,,,,19 reviews,
"44 Jalan Merah Saga #01-56 Chip Bee Gardens, Singapore 278116 Singapore",Bedok,"1.311615,103.79669","Cafe, European","[u'$$ - $$$, Cafe, European, Vegetarian Friendly']",,1997,"Breakfast, Lunch, Brunch",Baker and Cook,tel:+65 6472 0998,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,61 reviews,Vegetarian Friendly
"75 Airport Boulevard Crowne Plaza Changi Airport Level 2, Departure Lounge, Changi Airport, Singapore 819664 Singapore",Changi,"1.357179,103.98726","Bar, Pub","[u'$$ - $$$, Bar, Pub, Vegetarian Friendly']",,1998,,The Kitchen By Wolfgang Puck,tel:+65 6702 7067,S$19 - S$100,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,69 reviews,Vegetarian Friendly
"23 Serangoon Central Nex 02-K5/K6 Nex, Singapore 556083 Singapore",Serangoon,"1.350597,103.87255","Indian, Asian","[u'$$ - $$$, Indian, Asian, Vegetarian Friendly']",,1999,"Lunch, Dinner",Prata Wala Nex,tel:+65 6634 2910,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_30,39 reviews,"Vegetarian Friendly, Halal"
"16 Stanley Street, Singapore 068735 Singapore",Outram,"1.280561,103.84813","European, Spanish, Mediterranean","[u'$$ - $$$, European, Spanish, Mediterranean']","Reservations, Seating, Serves Alcohol, Table Service",2000,"Lunch, Dinner",Gaig Restaurant,tel:+65 6221 2134,,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,56 reviews,
"75 Airport Boulevard Crowne Plaza Changi Airport Crowne Plaza Changi Airport, Singapore 819664 Singapore",Changi,"1.358242,103.98782",,[],"Reservations, Seating",2001,Dinner,Lobby Lounge,tel:+65 6823 5367,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,14 reviews,
"101 Thomson Road United Square #01-K14 United Square Shopping Mall,, Singapore 307591 Singapore",Moulmein,"1.31696,103.84371",,[u'$'],,2003,,Llaollao,,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,18 reviews,
"23 Serangoon Central Nex #04-66, Singapore 556083 Singapore",Serangoon,"1.350881,103.87242",,[],"Seating, Delivery, Reservations, Parking Available, Highchairs Available, Serves Alcohol, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",2004,"Lunch, Dinner",Jack's Place,tel:+65 6634 2822,,4,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,26 reviews,
"52 Joo Chiat Road #176-178 #01-01, Singapore 427374 Singapore",Geylang East,"1.312747,103.9001","Chinese, Asian","[u'$$ - $$$, Chinese, Asian, Vegetarian Friendly']",,2005,"Lunch, Dinner",Teochew Traditional Steamboat Restaurant,tel:+65 6348 8924,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,30 reviews,Vegetarian Friendly
"130E Minden Road, Singapore 248819 Singapore", from Singapore Botanic Gardens,"1.30577,103.81569",,[],,2006,Brunch,Tiong Bahru Bakery,,,4,,,,,15 reviews,
"80 Telok Ayer Street #01-01, Singapore 048466 Singapore",Outram,"1.282691,103.84871","Asian, Thai","[u'$$ - $$$, Asian, Thai']",,2007,"Lunch, Dinner",Cha Thai,tel:+65 6636 3696,S$25 - S$49,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,44 reviews,
"11 Jalan Klapa The Ardennes The Ardennes Hotel, Singapore 199323 Singapore",Central Area/City Area,"1.30424,103.85967",Asian,[u'Asian'],"Reservations, Seating, Table Service",2008,"Dinner, Lunch",Peranakan Flavours,tel:+65 6789 1001,,4.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,16 reviews,
"21 Lorong Liput Holland Village Holland Village, Singapore 277733 Singapore",Holland Village,"1.31017,103.79499",American,"[u'$, American']",Reservations,2009,Dinner,The Pit,tel:+65 6468 3468,,4.5,,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,11 reviews,
"13 Dalhousie Lane, Singapore 209682 Singapore",Central Area/City Area,"1.30503,103.85229","Asian, Cafe","[u'$, Asian, Cafe, Vegetarian Friendly']",,2010,"Lunch, Dinner",Veggie Cottage,tel:+65 6785 6771,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,16 reviews,"Vegetarian Friendly, Vegan Options"
"200 Victoria Street Bugis Junction #B1-05 Bugis Junction, Singapore 188021 Singapore",Central Area/City Area,"1.299586,103.85604","Japanese, Sushi, Asian","[u'$$ - $$$, Japanese, Sushi, Asian']","Takeout, Seating, Serves Alcohol, Reservations, Table Service",2011,"Lunch, Dinner",Itacho Sushi,tel:+65 6337 8911,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,43 reviews,
"1 Nanson Road Intercontinental Hotel Robertson Quay #02-06, Singapore 238909 Singapore",Robertson Quay,"1.29004,103.83868",Japanese,"[u'$$$$, Japanese']",Reservations,2012,,Ishi,tel:+65 9829 8239,,4.5,,,,,10 reviews,
"44 Rochester Park, Singapore 139248 Singapore",Dover,"1.30459,103.78582","Healthy, Bar, European, Pub","[u'$$ - $$$, Healthy, Bar, European']",,2013,"Lunch, Dinner, Brunch",Thyme at Rochester,tel:+65 8157 7236,S$10 - S$22,3.5,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,35 reviews,
"269 Queen Street Kampong Bugis, Singapore 180269 Singapore",Central Area/City Area,"1.30037,103.85391",Asian,[u'Asian'],,2014,"Breakfast, Lunch",Ah Heng Chicken Curry Noodles,,,4.5,,,,,9 reviews,
"11 Kent Ridge Road #01-03 Shaw Foundation Alumni House, Singapore 119220 Singapore",National University of Singapore,"1.29328,103.77298",Australian,"[u'$$ - $$$, Australian']",,2015,"Dinner, Breakfast, Lunch",Late Plate,tel:+65 8328 3127,S$21 - S$35,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,19 reviews,
"3 Gateway Drive Westgate #B1-27 Westgate Mall, Singapore 608532 Singapore",Jurong East,"1.33447,103.7427",Cafe,"[u'$$ - $$$, Cafe']",,2016,,Koi Cafe,tel:+65 6569 0271,,4,,,,,15 reviews,
"9 Opal Crescent, Singapore 328404 Singapore",Kallang,"1.32774,103.86706","Chinese, Seafood","[u'$$ - $$$, Chinese, Seafood']",,2017,"Lunch, Dinner",Mellben Legend Seafood,tel:+65 6742 1929,S$42 - S$69,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,13 reviews,
"2 College Road Medical Alumni Complex, Singapore 169850 Singapore",Singapore General Hospital,"1.282914,103.836235","Chinese, Seafood, Asian, Soups, Singaporean","[u'$$ - $$$, Chinese, Seafood, Asian']",,2018,"Lunch, Dinner",Ka Soh Seafood Restaurant,tel:+65 6473 6686,S$8 - S$25,3.5,ui_bubble_rating bubble_30,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,81 reviews,
"42 Circular Road, Singapore 049398 Singapore",Central Area/City Area,"1.286239,103.84921","Bar, Pub","[u'$, Bar, Pub']","Reservations, Seating",2019,"Lunch, Dinner",The Public House,,,4,,,,,22 reviews,
"147 Kitchener Road, Singapore 208524 Singapore",Lavender,"1.30987,103.85697","Chinese, Asian","[u'$$ - $$$, Chinese, Asian, Vegetarian Friendly']",,2020,"Lunch, Dinner",Zen Fut Sai Kai Vegetarian Restaurant,tel:+65 6298 0336,,4,ui_bubble_rating bubble_35,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_50,26 reviews,"Vegetarian Friendly, Vegan Options"
"311 New Upper Changi Road Bedok Mall #B1- 10, Bedok Mall, Singapore 467360 Singapore",Bedok,"1.324508,103.92985",Chinese,[u'Chinese'],,2021,,Din Tai Fung,tel:+65 6844 9489,,4.5,,,,,12 reviews,
"68 Orchard Road #06-12 Plaza Singapura Plaza Singapura, Singapore 238839 Singapore",Cecil,"1.27676,103.8482","Asian, Japanese","[u'$$ - $$$, Asian, Japanese']",,2022,Dinner,Tokachi Tontaro,tel:+65 6224 0590,S$12 - S$31,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,11 reviews,
"6 Raffles Boulevard Marina Square #04-101/102 R&B Marina Square, Cookhouse, Singapore 039594 Singapore",Marina Centre,"1.29122,103.8578","Diner, Taiwanese, Singaporean","[u'$, Diner, Taiwanese, Singaporean']",,2023,,R&B Tea,,S$3 - S$8,4.5,,,,,9 reviews,
Singapore Singapore,,,"Indian, Asian","[u'$, Indian, Asian, Vegetarian Friendly']",,2024,"Lunch, Dinner, Breakfast, Brunch",A B Mohamed Restaurant,tel:+65 6298 1010,,4,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,20 reviews,"Vegetarian Friendly, Halal"
"1 Harbourfront Walk #2-24 Vivo City, Singapore 098585 Singapore",Bukit Merah,"1.26431,103.82207",Fast food,"[u'$$ - $$$, Fast food']",,2025,,Texas Chicken Vivocity,tel:+65 6225 8166,,4,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,ui_bubble_rating bubble_35,17 reviews,
"The Shoppes at Marina Bay Sands, Singapore Singapore", from Marina Bay,"1.28285,103.8585","American, Southwestern, Cajun & Creole","[u'American, Southwestern, Cajun & Creole']",Reservations,2026,,Yardbird,,,4,,,,,10 reviews,
"3 Temasek Boulevard Suntec City Mall #B1-115/120, Stall #05, Food Republic, Suntec City Mall, Singapore 038983 Singapore",Central Area/City Area,"1.29605,103.85865",Indian,"[u'$$ - $$$, Indian']",,2027,"Dinner, Brunch",Saravanaa Bhavan,tel:+65 6884 8816,,4,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_45,11 reviews,
"2 Ang Mo Kio Drive Ite College Central #01-09 ITE College Central, Ang Mo Kio, Block A, Singapore 567720 Singapore",Ang Mo Kio,"1.376079,103.85618","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Reservations, Seating, Wheelchair Accessible, Table Service",2028,"Dinner, Lunch",First Culinary Restaurant,tel:+65 6481 5500,,3.5,,ui_bubble_rating bubble_35,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,26 reviews,
"1 Kim Seng Promenade Great World City #02-43 Great World City, Singapore 237994 Singapore",Central Area/City Area,"1.29414,103.8315","Chinese, Asian","[u'$$ - $$$, Chinese, Asian']","Takeout, Seating, Reservations, Wheelchair Accessible, Table Service",2029,"Lunch, Dinner",Crystal Jade,tel:+65 6738 5595,,3.5,,ui_bubble_rating bubble_40,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,29 reviews,
"36 Circular Road, Singapore 049392 Singapore",Central Area/City Area,"1.28663,103.8492",Japanese,"[u'$$$$, Japanese']",,2030,,Sushi Koike,tel:+65 6532 0050,,5,,,,,8 reviews,
"101 Upper Cross Street People's Park Centre, Singapore 058357 Singapore",Outram,"1.285697,103.84395",Chinese,"[u'$$ - $$$, Chinese']",,2031,,Breakthrough Cafe,tel:+65 6533 5977,,4.5,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,11 reviews,
"18 Marina Gardens Drive Gardens By the Bay Gardens By the Bay, Singapore 018953 Singapore",Central Area/City Area,"1.284429,103.86546",,"[u'$$ - $$$, Chinese, Seafood, Asian']",,2032,,Majestic Bay Seafood Restaurant,tel:+65 8588 1028,,3.5,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_35,ui_bubble_rating bubble_30,273 reviews,
"21 McCallum Street The Clift #01-03/04, Singapore 069047 Singapore",Cecil,"1.279629,103.84725",Asian,"[u'$$ - $$$, Asian']","Reservations, Seating, Takeout, Parking Available, Television, Serves Alcohol, Full Bar, Wine and Beer, Free Wifi, Accepts Credit Cards, Table Service",2033,"Dinner, Lunch, After-hours, Drinks",Ash & Char,tel:+65 8341 1951,,4,,ui_bubble_rating bubble_45,ui_bubble_rating bubble_40,ui_bubble_rating bubble_40,13 reviews,
