"","Chinese_name","English_name","open_time","phone_number","website","introduction","address","review_number","review_keywords"
"273","坤成路","","['全天 (1月1日-12月31日 周一-周日)', '\n']","","","","14 Koon Seng Road, Singapore 426964","",""
"274","欧亚文化遗产中心","Eurasian Heritage Centre","['星期二至星期日:上午 9:00到傍晚 6:00']","","https://www.eurasians.org.sg/eurasians-in-singapore/eurasian-heritage-centre/","['\n                        欧亚文化遗产中心坐落于加东 （Katong） 地区，全面展示了欧亚文化的动人魅力。社区定期在这里开展聚会与特别活动。\n                    ']","139 Ceylon Road Eurasian Community House | Eurasian Community House, Singapore 429744, Singapore","",""
"275","新加坡圣经公会","The Bible Society Of Singapore","","","http://bible.org.sg","","7 Armenian St Bible House Singapore","",""
"276","Fort Canning Lighthouse","","","","","","Fort Canning Park, Singapore 179037, Singapore","",""
"277","Changi City Point","","","","","","5 Changi Business Park Central 1 Changi City Point,Singapore 486038, ,Singapore","",""
"278","纽顿生命堂","Newton Life Church","","","","['\n                        1883 年,本堂创立,称为""竹脚堂""', '\n竹脚生命堂创育四学校.1937年买下左邻浮脚楼,为育四学校充课室.', '\n竹脚生命堂创立""生命幼稚园""', '\n竹脚堂同武吉智马,后港二堂联合成立""声竹堂""', '\n竹脚生命堂买下20 Newton Rd 及 200 Keng Lee Rd,出售左邻育四校地,以20 Newton Rd 为育四建校.', '\n竹脚生命堂长执会议决重建新堂,1975年奠基, 1977年新堂落成.', '\n声竹堂买下现今堂址地,1929新堂落成.', '\n竹脚生命堂创立英语崇拜,1955年扩展为""竹脚"",""纽顿""及""英语崇拜""三个生命堂.1956年在樟宜设""樟宜布道所"".', '\n新加坡生命堂祟拜人数由501增至875.', '\n声竹堂自立, 称""竹脚堂"", 1929年改称""竹脚生命""(Say Mia Tng Teck Khah).1975年改称""新加坡生命堂"".', '\n生命堂英语崇拜在Gilstead Rd 购地建堂,1960年落成, 称""新加坡笃信圣经长老会生命堂"". 育四学校在20 Newton Rd 新校舍落成.', '\n近期动向', '\n六届差传年会,支持的事工集中于植堂.包括泰北生命堂,Batam生命堂,Pekan Baru 生命堂, Bukit Indah 生命堂(第二通道),居銮生命堂及缅甸与中国的培训事工.', '\n\t', '\n', '\n成立社会关怀部后注册成立""生命关怀之家""\n                    ']","200 Keng Lee Road, 新加坡 308410","",""
"279","夏氏牧羊场","Hay Dairies","['每天上午 9 ：00到下午 4 ：00']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/farms/hay-diaries.html?TAHotelCode=158","['\n                        夏氏牧羊场（Hay Dairies）拥有 40 多年的历史。农场最初用于喂养猪、鸡等，后来转型为牧羊场。如今，牧羊场已是新加坡养殖业的一大标杆。成型于 1988 年的牧羊场现今饲养了约一千只混合品种的山羊，其中绝大部分为美国明尼苏达地区的高山山羊（Alpine goat）。', '\n牧羊场将山羊全部与地面隔离喂养，可有效防止羊群感染疾病和寄生虫。每日挤奶时间为早上 9 点到 11 点，因而上午是参观牧羊场、观看挤奶的最佳时段。\n                    ']","3 Lim Chu Kang Lane 4, Singapore 718859, Singapore","",""
"280","Changi Airport Terminal 3","","['00:00-23:59 (1月1日-12月31日 周日-周六)', '\n']","","","","65 Airport Boulevard Changi Airport Terminal 3,Changi 819663, ,Singapore","",""
"281","伊丽沙白大道","Queen Elizabeth Walk","","","","['\n                        伊丽沙白女皇大道地点在金融商业区的海滨公园一带，这里有很多吸引游客的地标就在附近。比如，新加坡的鱼尾狮，歌剧院，摩天轮，浮尔顿酒店，新加坡河，各个参天的大楼。\n                    ']","Queen Elizabeth Walk, Singapore","",""
"282","Artmosaic Gallery","","['星期一至星期五 上午 11 点至下午 5 点 ', '\n星期六 下午 2 点至下午 4 点']","","http://www.artmosaicgallery.com","['\n                        Artmosaic Gallery通过推广和展示先驱画家和新兴画家的作品，向世界各地的收藏者展示了印度艺术所蕴含的才华和原创性，及其广泛吸引力。\n                    ']","MICA Building 140 Hill Street #01-02 Singapore","",""
"283","Library @ Orchard","","","","http://www.nlb.gov.sg/VisitUs/BranchDetails/tabid/140/bid/337/Default.aspx?branch=library%40orchard","","277 Orchard Road Orchard Gateway, Singapore 238858, Singapore","",""
"284","新加坡虎牌啤酒厂之旅","Tiger Brewery Tour","['周一至周六 13:00-18:30，最后入场时间为17:00']","","http://www.tigerbrewerytour.com.sg","['\n                        走进虎牌啤酒的家，看看他们是如何仅仅用四种高质量的原料就可以酿造标志性的新加坡啤酒！虎牌啤酒厂之旅将会带您领略每一步酿造过程，从研磨麦芽到装瓶。您将有机会品尝“麦汁”——还未发酵产生酒精的啤酒。而且为了摆脱他的余味，您恐怕需要喝下一品脱的美味扎啤，和不少直击味蕾的最新鲜啤酒。整趟旅程将在啤酒评鉴欣赏会上花费1小时45分钟，在啤酒欣赏会上，您可以免费品尝新加坡当地的原酿啤酒！\n                    ']","459 Jln Ahmad Ibrahim, 639934,Singapore","",""
"285","Gajah 画廊","Gajah Gallery","['11:00-19:00 (1月1日-12月31日 周一-周五)12:00-18:00 (1月1日-12月31日 周六-周日)', '\n']","","http://www.gajahgallery.com/gallery.php","['\n                        Gajah 画廊建于 1996 年，馆内珍藏了印尼、越南、印度和新加坡的大量艺术品，深深地探究了多样性的亚洲社会文化特点。这里既有杰出艺术家的作品，也有渐露头角的青年才俊的作品。\n                    ']","39 Keppel Road Tanjong Pagar Distripark | #03-04, Tanjong Pagar Distripar, Singapore 089065, Singapore","",""
"286","新加坡碉堡博物馆","Battlebox","","","http://www.battlebox.com.sg","","2 Cox Terrace | Fort Canning Park, Singapore 179622, Singapore","",""
"287","韩都岛","Pulau Hantu","['每日 24 小时开放']","","http://www.sentosa.com.sg/en/nature/southern-islands/sisters-islands-pulau-hantu/","['\n                        韩都岛（Pulau Hantu）是一座风景如画的小岛，坐落于新加坡南部外海之上。这里拥有美丽的泻湖、宁静的海滩与清澈的海水，是垂钓、游泳及潜水爱好者的热门聚集之地。岛屿有着丰富的海洋生物和珊瑚群。如果您身手敏捷，也许还可以捕捉到美丽的小丑鱼、天使鱼等鲜艳热带鱼的踪影。\n                    ']","Pulua Hantu Island Singapore","",""
"288","克兰芝乡村","Kranji Countryside","['每日 24 小时开放']","","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/nature-and-wildlife/parks-and-gardens/kranji-countryside.html?TAHotelCode=139","['\n                        在克兰芝乡村（Kranji Countryside）旅行，您可以在此享受新加坡鲜为人知的农家生活，漫步于各式各样的农场之中，尽情探访精彩纷呈的农家活动！农场出产鸡蛋、牛奶和水果等，也有饲养着鱼、狗、羊以及其它动物的农场。', '\n此外，农业娱乐中心还在新加坡都市带来新奇多样的教育娱乐性活动。', '\n在克兰芝乡村偷得半日快乐而难忘的田园时光，领略新加坡别有情趣的田园生活。在游览之余，您还可以直接从农场购买和品尝众多新鲜可口的农产品。\n                    ']","Kranji Singapore","",""
"289","文化博物馆","","","","http://sbg.org.sg","","1 Cluny Rd, Singapore 259569","",""
"290","Ngee Ann City","","['10:00-21:30 (1月1日-12月31日 周日-周六)', '\n']","","","","391 Orchard Road Ngee Ann City,Singapore 238872, ,Singapore","",""
"291","Woodlands","","","","","","30 Woodlands Avenue 2 Woodlands Mrt Station 2,Singapore 738343, ,Singapore","",""
"292","新春妆艺大游行","Chingay Parade","","","","","1 Republic Boulevard The Pit Building,The Pit Building,Singapore 038975, ,Singapore","",""
"293","亚洲古代工艺美术馆","","['星期一至星期六 上午11点到下午6点']","","","['\n                        亚洲古代工艺美术馆在乌节路 (Orchard Road) 的熙熙攘攘的时尚地带——东陵坊，亚洲古代工艺美术馆与另外几家古董店坐落于此，这里是如餐桌、椅子、书桌和柜子等实用古董藏品的小天地。\n                    ']","Tanglin Shopping Centre 19 Tanglin Road #03-28 Singapore","",""
"294","政府组屋展廊","","['周一至周五上午 8:30 至下午 5:00', '\n周六：上午 8:30 至晚上 12:30', '\n周日与公共假日闭']","","http://www.hdb.gov.sg/hdbgallery","['\n                        政府组屋展廊，见证 20 世纪上半叶的棚屋区如何转变成如今的活力城市。展开新加坡公共组屋的故事，让自己融入声、光和触觉的感官体验之中。\n                    ']","480, Toa Payoh Lorong 6 Singapore","",""
"295","雕塑广场","Sculpture Square","['周一至周五 上午 11:00 至晚上 7:00']","","http://www.sculpturesq.com.sg","['\n                        雕塑广场 (Sculpture Square)有着悠久的历史，最初是在1870年由Charles Phillips建立的基督教机构，当时被称为Middle Roach教堂。如今的雕塑广场 是展出大型雕塑和3D作品的理想场所。\n                    ']","155 Middle Road Singapore","",""
"296","Sunflower Garden","","['全天 (1月1日-12月31日 周一-周日)', '\n']","","http://changiairport.com","","60 Airport Boulevard Singapore 819643 (Changi Airport Terminal 2 Transit","",""
"297","纯粹艺术画廊","","['星期一至星期六 上午 11 点半至晚上 8 点', '\n', '\n星期日 中午 12 点下午 5 点半']","","http://www.utterlyart.com","['\n                        纯粹艺术画廊是人们欣赏与领略众多杰出艺术作品的理想之地，每个角落对于身为艺术爱好者的您都可能是一个极大的惊喜。\n                    ']","229A South Bridge Road 2nd Level Singapore","",""
"298","画廊","Artfolio","['星期一至星期六 上午11点至晚上7点', '\n星期天 中午12点至5点 ', '\n公共假期仅限预约']","","http://www.artfolio.com.sg","['\n                        Artfolio 画廊是成立于1990年的一家视觉艺术画廊，除了销售艺术作品和举办艺术展览，画廊还可以协助企业在经营环境中融入艺术元素的要求。如果需要灵感，不妨来这里观赏。\n                    ']","Raffles Hotel Arcade 328 North Bridge Road #02-25 Singapore","",""
"299","好藏之美术馆","Art Retreat","['星期二至星期六 上午 11 点至下午 6 点', '\n星期六、星期日和节假日不开放']","NULL","http://www.yoursingapore.com/content/traveller/en/browse/see-and-do/arts-and-entertainment/art/art-retreat.html?TAHotelCode=21","['\n                        好藏之美术馆成立于2003年，是新加坡首个收藏亚洲和欧洲现代艺术作品的私人艺术场馆。现在收藏着来自澳洲、中国以及东南亚的艺术品大约1500件。\n                    ']","10 Ubi Crescent Ubi Techpark Lobby C # 01 45 47, Singapore 408564, Singapore","NULL","NULL"
